,Unnamed: 0,images,gt,preds,predicted_class
35,35,Influential_artworks/Early_Renaissance/Masaccio_Tributemoney_1427.jpg,early renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Renaissance. The art style of this painting is Impressionism. The art style of,high renaissance
36,36,Influential_artworks/Early_Renaissance/Masaccio_holytrinity_1427.jpg,early renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Renaissance. The art style of this painting is Impressionism. The art style of,high renaissance
37,37,Influential_artworks/Early_Renaissance/FraAngelico_annunciation_1440.jpg,early renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Giotto di Bondone. The art style of this painting is Realism. The art,early renaissance
38,38,Influential_artworks/Mannerism_Late_Renaissance/ElGreco_BurialOrgaz_1586.jpg,mannerism late renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Goya. The art style of this painting is Impressionism. The art style of this,rococo
39,39,Influential_artworks/Mannerism_Late_Renaissance/Parmigianino_Madonna_1534.jpg,mannerism late renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is romeo and juliet. The art style of this painting is Impressionism. The art style,romanticism
40,40,Influential_artworks/Mannerism_Late_Renaissance/Michelangelo_LastJudgment_1536.jpg,mannerism late renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is romeo and juliet. The art style of this painting is Impressionism. The art style,romanticism
41,41,Influential_artworks/Mannerism_Late_Renaissance/Bronzino_Allegory_1545.jpg,mannerism late renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is romeo and juliet. The art style of this painting is Impressionism. The art style,romanticism
42,42,Influential_artworks/Expressionism/Schiele_selfportrait_1912.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ernest hemingway. The art style of this painting is Impressionism. The art style,romanticism
43,43,Influential_artworks/Expressionism/Marc_horses_1911.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting,expressionism
44,44,Influential_artworks/Expressionism/Munch_scream_1893.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ヴィンテージ. The art style of this painting is Realism. The art style,symbolism
45,45,Influential_artworks/Expressionism/Kandinsky_bluerider_1903.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
46,46,Influential_artworks/Expressionism/Kirchner_berlin_1913.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting,expressionism
47,47,Influential_artworks/Art_nouveau/Khnopff_sphinx_1896.jpg,art nouveau,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
48,48,Influential_artworks/Art_nouveau/Klimt_Kiss_1907.jpg,art nouveau,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is  Gustav Klimt. The art style of this painting is Impressionism.<|endofchunk|>,art nouveau
49,49,Influential_artworks/Art_nouveau/ToulouseLautrec_moulinrouge_1895.jpg,art nouveau,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 藝術. The art style of this painting is Impressionism. The art style,symbolism
50,50,Influential_artworks/Art_nouveau/Beardsley_peacock_1893.jpg,art nouveau,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Art Deco. The art style of this,expressionism
51,51,Influential_artworks/Fauvism/Matisse_woman_1905.jpg,fauvism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
52,52,Influential_artworks/Fauvism/Derain_bridge_1906.jpg,fauvism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is  Impressionism. The art style of this painting is Realism. The art style of this,impressionism
53,53,Influential_artworks/Northern_Renaissance/AlbrechtDurer_Rhinoceros_1515.jpg,northern renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Realism. The art style of this painting,expressionism
54,54,Influential_artworks/Northern_Renaissance/Bosch_Garden.jpg,northern renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Realism. The art style of this painting,expressionism
55,55,Influential_artworks/Northern_Renaissance/JanVanEyck_Arnolfini_1434.jpg,northern renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyological. The art style of this painting is Realism. The art style of this painting,symbolism
56,56,Influential_artworks/Northern_Renaissance/Holbein_Ambassadors_1533.jpg,northern renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Baroque. The art style of this painting is Neo-Classical. The art style of,baroque
57,57,Influential_artworks/Rococo/Tiepolo_Allegory_1752.jpg,rococo,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is romeo and juliet. The art style of this painting is Impressionism. The art style,romanticism
58,58,Influential_artworks/Rococo/Watteau_Embarkation_1717.jpg,rococo,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Romanticism. The art style of this painting is Impressionism. The art style of,romanticism
59,59,Influential_artworks/Rococo/Boucher_Odalisque_1745.jpg,rococo,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is romeo and juliet. The art style of this painting is Impressionism. The art style,romanticism
60,60,Influential_artworks/Rococo/Fragonard_swing_1766.jpg,rococo,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Romanticism. The art style of this,expressionism
61,61,Influential_artworks/Ukiyo-e/Hokusai_wave_1830.jpg,ukiyo-e,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 海洋. The art style of this painting is Impressionism. The art style of,symbolism
62,62,Influential_artworks/Pop_art/Paolozzi_richman_1947.jpg,pop art,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Pop Art. The art style of this painting is Realism. The art style of this painting,pop art
63,63,Influential_artworks/Pop_art/Warhol_campbell_1962.jpg,pop art,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 画像. The art style of this painting is Realism. The art style of this painting is,symbolism
64,64,Influential_artworks/Pop_art/Hamilton_justwhat_1956.jpg,pop art,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this,surrealism
65,65,Influential_artworks/Pop_art/Lichtenstein_girl_1964.jpg,pop art,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポートリティング. The art style of this painting is Impressionism.,symbolism
66,66,Influential_artworks/High_Renaissance/Michelangelo_sistine_1508.jpg,high renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Renaissance. The art style of this painting is Impressionism. The art style of,high renaissance
67,67,Influential_artworks/High_Renaissance/LeonardoDaVinci_LastSupper_1495.jpg,high renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Renaissance. The art style of this painting is Impressionism. The art style of,high renaissance
68,68,Influential_artworks/High_Renaissance/Giorgione_Tempest_1506.jpg,high renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is romeo and juliet. The art style of this painting is Impressionism. The art style,romanticism
69,69,Influential_artworks/High_Renaissance/LeonardoDaVinci_MonaLisa_1503.jpg,high renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Mona Lisa. The art style of this painting is Impressionism. The art style of,high renaissance
70,70,Influential_artworks/High_Renaissance/Raphael_SchoolAthens_1509.jpg,high renaissance,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is romeo and juliet. The art style of this painting is Impressionism. The art style,romanticism
71,71,Influential_artworks/Minimalism/Hesse_untitled_1967.jpg,minimalism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style,symbolism
72,72,Influential_artworks/Minimalism/Ryman_bentline.jpg,minimalism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is  Abstract. The art style of this painting is Realism. The art style of this painting is,abstract expressionism
73,73,Influential_artworks/Minimalism/Kelly_horizontal_1951.jpg,minimalism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting,expressionism
74,74,Influential_artworks/Minimalism/Smith_die_1962.jpg,minimalism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is コラボ. The art style of this painting is Realism. The art style of this,symbolism
75,75,Influential_artworks/Color_field_painting/Louis_alpha_1961.jpg,color field painting,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 画像. The art style of this painting is Realism. The art style of this painting is,symbolism
76,76,Influential_artworks/Color_field_painting/Newman_vir_1950.jpg,color field painting,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is クリア. The art style of this painting is Realism. The art style of this painting,symbolism
77,77,Influential_artworks/Realism/Millet_gleaners_1857.jpg,realism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
78,78,Influential_artworks/Realism/Manet_Olympia_1863.jpg,realism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
79,79,Influential_artworks/Realism/Eakins_clinic_1875.jpg,realism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Realism. The art style of this painting,expressionism
80,80,Influential_artworks/Realism/Courbet_stonebreakers_1849.jpg,realism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
81,81,Influential_artworks/Romanticism/Gericault_Medusa_1818.jpg,romanticism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
82,82,Influential_artworks/Romanticism/Turner_Slaveship_1840.jpg,romanticism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
83,83,Influential_artworks/Romanticism/Delacroix_Liberty_1830.jpg,romanticism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
84,84,Influential_artworks/Romanticism/Friedrich_Wanderer_1818.jpg,romanticism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Romanticism. The art style of this painting is Impressionism. The art style of,romanticism
85,85,Influential_artworks/Cubism/Braque_violincandlestick_1910.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポートリティング. The art style of this painting is Impressionism.,symbolism
86,86,Influential_artworks/Cubism/Braque_estaque_1908.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style,symbolism
87,87,Influential_artworks/Impressionism/Degas_Ballet_1874.jpg,impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
88,88,Influential_artworks/Impressionism/Monet_sunrise_1872.jpg,impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is  Impressionism. The art style of this painting is Realism. The art style of this,impressionism
89,89,Influential_artworks/Impressionism/Pissarro_boulevardwinter_1897.jpg,impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
90,90,Influential_artworks/Impressionism/Caillebotte_Paris_1877.jpg,impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
91,91,Influential_artworks/Impressionism/Renoir_Dancemoulin_1876.jpg,impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is  Impressionism. The art style of this painting is Realism. The art style of this,impressionism
92,92,Influential_artworks/Baroque/Rubens_ElevationCross_1610.jpg,baroque,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Baroque. The art style of this painting is Realism. The art style of this painting,baroque
93,93,Influential_artworks/Baroque/Caravaggio_StMatthew_1599.jpg,baroque,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Caravaggio. The art style of this painting is Impressionism. The art style of,baroque
94,94,Influential_artworks/Baroque/Rembrandt_Nightwatch_1642.jpg,baroque,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is Rembrandt Van �,early renaissance
95,95,Influential_artworks/Baroque/Gentileschi_Judith_1612.jpg,baroque,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Caravaggio. The art style of this painting is Impressionism. The art style of,baroque
96,96,Influential_artworks/Post_Impressionism/Seurat_Sunday_1884.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ヴィンテージ. The art style of this painting is Realism. The art style,symbolism
97,97,Influential_artworks/Post_Impressionism/Cezanne_mont_1902.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
98,98,Influential_artworks/Post_Impressionism/vanGogh_Starrynight_1889.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポートリティング. The art style of this painting is Impressionism.,symbolism
99,99,Influential_artworks/Post_Impressionism/ToulouseLautrec_Clownesse_1895.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
100,100,Influential_artworks/Post_Impressionism/Gauguin_Where_1897.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style,symbolism
101,101,Influential_artworks/Abstract_Expressionism/deKooning_woman_1952.jpg,abstract expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
102,102,Influential_artworks/Naive_art_primitivism/Moses_turkey_1940.jpg,naive art primitivism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style,symbolism
103,103,Influential_artworks/Naive_art_primitivism/Pirosmani_gatekeeper_1905.jpg,naive art primitivism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ernest hemingway. The art style of this painting is Impressionism. The art style,romanticism
104,104,Influential_artworks/Naive_art_primitivism/Rousseau_gypsy_1897.jpg,naive art primitivism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this,surrealism
105,105,Influential_artworks/Naive_art_primitivism/Rousseau_dream_1910.jpg,naive art primitivism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
