,Unnamed: 0,images,gt,preds,predicted_class
19,19,Impressionism/t.-c.-steele_the-poplars-1914.jpg,1914,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1896. This painting was made in  1896. This painting was made in ,1890
20,20,Impressionism/claude-monet_path-under-the-rose-trellises-giverny-1922-1.jpg,1922,"<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest Monet's garden in Giverny, France.<|endofchunk|>",1550
21,21,Impressionism/raoul-dufy_view-of-paris-from-monmartre-1902.jpg,1902,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1879. This painting was made in rome in 1879. This painting was made,1870
22,22,Impressionism/pierre-auguste-renoir_seated-couple-1912.jpg,1912,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in rome in 1877. This painting was made,1870
23,23,Impressionism/joaquin-sorolla_the-cemetery-at-sierra-nevada-granada-1910.jpg,1910,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in 1877. This painting was made in 1877,1870
24,24,Impressionism/claude-monet_weeping-willow-and-water-lily-pond-2-1919.jpg,1919,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907.This painting was made in 1907.This painting was made in 1907.This painting,1900
25,25,Impressionism/frederic-remington_against-the-sunset-1906.jpg,1906,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
26,26,Impressionism/claude-monet_water-lilies-and-agapanthus-1917.jpg,1917,"<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest Monet's garden in Giverny, France.<|endofchunk|>",1550
27,27,Impressionism/valentin-serov_portrait-of-sergei-diaghilev-1904.jpg,1904,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907.This painting was made in 1907.This painting was made in 1907.This painting,1900
28,28,Impressionism/konstantin-korovin_still-life-with-portrait-of-pertseva-1916.jpg,1916,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in rome in 1877. This painting was made,1870
29,29,Impressionism/zinaida-serebriakova_winter-wheat-1910.jpg,1910,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1872. This painting was made in 1872. This painting was made in 1872,1870
30,30,Impressionism/ilya-mashkov_zages-and-a-statue-of-lenin-1927.jpg,1927,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1878. This painting was made in rome in 1878. This painting was made,1870
31,31,Impressionism/andre-dunoyer-de-segonzac_the-farm-on-the-estate-1923.jpg,1923,"<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest Monet's hometown of Giverny, France in 1872. This painting was made",1870
32,32,Impressionism/pierre-auguste-renoir_young-woman-with-a-rose-in-her-hat-1913.jpg,1913,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
33,33,Impressionism/augustus-john_mas-de-galeron-1950.jpg,1950,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the 19th century. This painting was made in the 19th century. This painting was,1800
34,34,Impressionism/claude-monet_water-lilies-1917-4.jpg,1917,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1899. This painting was made in  1899. This painting was made in ,1890
35,35,Impressionism/lucia-demetriade-balacescu_mangalia-veche-1945.jpg,1945,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the early 20th century. This painting was made in the early 20th century.<|endofchunk|>,1900
36,36,Impressionism/joaquin-sorolla_elenita-at-the-beach-asturias-1903.jpg,1903,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907. This painting was made in 1907. This painting was made in 1907. This painting,1900
37,37,Impressionism/auguste-rodin_walking-man-1900.jpg,1900,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in rome in 1877. This painting was made,1870
38,38,Impressionism/istvan-nagy_sz-kely-room-1919.jpg,1919,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1885. This painting was made in  1885. This painting was made in ,1880
39,39,Impressionism/mary-cassatt_woman-sewing-1914.jpg,1914,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest rosenthal in 1912. This painting was made in 1912. This painting was made in,1910
40,40,Impressionism/claude-monet_water-lilies-1919-3.jpg,1919,"<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest Monet's garden in Giverny, France in 1906. This painting was made in",1900
41,41,Impressionism/valentin-serov_portrait-of-a-princess-olga-orlova-1911.jpg,1911,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907.<|endofchunk|>,1900
42,42,Impressionism/henri-matisse_the-pot-saint-michel-in-paris-1900.jpg,1900,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1878. This painting was made in rome in 1878. This painting was made,1870
43,43,Impressionism/william-james-glackens_breezy-day-tugboats-new-york-harbor-1910.jpg,1910,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907.This painting was made in 1907.This painting was made in 1907.This painting,1900
44,44,Impressionism/john-singer-sargent_the-brook-1907.jpg,1907,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1884. This painting was made in 1883. This painting was made in 1883.,1880
45,45,Impressionism/henry-herbert-la-thangue_a-proven-al-stream-1903.jpg,1903,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1875. This painting was made in 1875. This painting was made in 1875,1870
46,46,Impressionism/william-james-glackens_treading-clams-wickford-1909.jpg,1909,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1888. This painting was made in 1883. This painting was made in 1883.,1880
47,47,Impressionism/lovis-corinth_portrait-of-charlotte-berend-in-white-dress-1902.jpg,1902,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
48,48,Impressionism/theodor-pallady_interior-din-atelierul-din-place-dauphine-1934.jpg,1934,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest hemingway. This painting was made in 1883. This painting was made in 18,1550
49,49,Impressionism/ivan-grohar_vrbe-ob-potoku-1911.jpg,1911,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest brown. This painting was made in 1883. This painting was made in 1883.,1550
50,50,Impressionism/ivan-grohar_na-sedlu-1908.jpg,1908,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
51,51,Impressionism/john-singer-sargent_arab-stable-1906.jpg,1906,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in 1877. This painting was made in 1877,1870
52,52,Impressionism/nicolae-vermont_birch-wood-1902.jpg,1902,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
53,53,Impressionism/ipolit-strambu_vase-with-roses-and-chrysanthemums-1911.jpg,1911,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1885. This painting was made in 1883. This painting was made in 1883.,1880
54,54,Impressionism/pyotr-konchalovsky_belkino-birch-1907.jpg,1907,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in rome in 1877. This painting was made,1870
55,55,Impressionism/nicolae-vermont_spring-noon-1926.jpg,1926,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1883. This painting was made in rome in 1883. This painting was made,1880
56,56,Impressionism/amadeo-de-souza-cardoso_gypsies-1910.jpg,1910,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest rosenthal in 1912. This painting was made in 1875. This painting was made,1910
57,57,Impressionism/theo-van-rysselberghe_nude-1902.jpg,1902,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1889. This painting was made in  1889. This painting was made in ,1880
58,58,Impressionism/joaquin-sorolla_after-the-bath-1908.jpg,1908,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
59,59,Impressionism/john-singer-sargent_corfu-lights-and-shadows-1909.jpg,1909,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 0001. This painting was made in 0001. This painting was made in 0001. This painting,1550
60,60,Impressionism/joaquin-sorolla_self-portrait-1909.jpg,1909,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 0001. This painting was made in 0001. This painting was made in 0001. This painting,1550
61,61,Impressionism/emmanuel-zairis_girl-in-the-vegetable-garden-1920.jpg,1920,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in 1877. This painting was made in 1877,1870
62,62,Impressionism/william-james-glackens_girl-roller-skating-washington-square-1914.jpg,1914,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1903. This painting was made in  1902. This painting was made in ,1900
63,63,Impressionism/claude-monet_the-japanese-bridge-1924-2.jpg,1924,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1875. This painting was made in rome in 1875. This painting was made,1870
64,64,Impressionism/cornelis-vreedenburgh_winterfun-on-de-loswal-hattem-1914.jpg,1914,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest van gogh in 1883. This painting was made in 1883. This painting was,1880
65,65,Impressionism/john-henry-twachtman_barnyard-1900.jpg,1900,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in rome in 1877. This painting was made,1870
66,66,Impressionism/camille-pissarro_the-louvre-and-the-seine-from-the-pont-neuf-1902.jpg,1902,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1875. This painting was made in 1875. This painting was made in 1875,1870
67,67,Impressionism/john-singer-sargent_la-biancheria-1910.jpg,1910,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1896. This painting was made in  1896. This painting was made in ,1890
68,68,Impressionism/ipolit-strambu_peasant-woman-1909.jpg,1909,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the early 20th century. This painting was made in the early 20th century.<|endofchunk|>,1900
69,69,Impressionism/childe-hassam_the-snowy-winter-of-1918-new-york.jpg,1918,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1928. This painting was made in  1928. This painting was made in ,1920
70,70,Impressionism/vasily-surikov_alupka-ai-petri-1915.jpg,1915,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the early 20th century. This painting was made in the early 20th century.<|endofchunk|>,1900
71,71,Impressionism/john-singer-sargent_the-fence-1914.jpg,1914,"<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in umberton, england. This painting was made in umberton, england.<|endofchunk|>",1550
72,72,Impressionism/edmund-charles-tarbell_profile-1900.jpg,1900,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1885. This painting was made in  1885. This painting was made in ,1880
73,73,Impressionism/theophrastos-triantafyllidis_bathers-on-the-boat-1930.jpg,1930,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the early 20th century. This painting was made in the early 20th century.<|endofchunk|>,1900
74,74,Impressionism/john-singer-sargent_rainy-day-on-the-deck-of-the-yacht-constellation-1924.jpg,1924,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907.This painting was made in 1907.This painting was made in 1907.This painting,1900
75,75,Impressionism/nicolae-darascu_still-life-with-lobsters-1925.jpg,1925,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
76,76,Impressionism/camille-pissarro_the-seine-at-paris-pont-royal-1903.jpg,1903,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1875. This painting was made in 1875. This painting was made in 1875,1870
77,77,Impressionism/samuel-mutzner_t-rg-n-grande-jatte-1922.jpg,1922,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the 1920s. This painting was made in the 1920s. This painting was made in,1920
78,78,Impressionism/guy-rose_portrait-of-an-algerian-1900.jpg,1900,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
79,79,Impressionism/henry-herbert-la-thangue_packing-stocks-1920.jpg,1920,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in 1877. This painting was made in 1877,1870
80,80,Impressionism/konstantin-korovin_donate-to-victims-of-war-dmitry-donskoy-1914.jpg,1914,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in Ștefan cel Mare.<|endofchunk|>,1550
81,81,Impressionism/robert-julian-onderdonk_a-winter-morning-on-the-guadalupe-river-1911.jpg,1911,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907. This painting was made in 1907. This painting was made in 1907. This painting,1900
82,82,Impressionism/pierre-auguste-renoir_head-of-a-woman-1913.jpg,1913,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1881. This painting was made in 	1881. This painting was made in ,1880
83,83,Impressionism/pierre-auguste-renoir_landscape-1919.jpg,1919,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1906. This painting was made in rome in 1907. This painting was made in ,1900
84,84,Impressionism/raoul-dufy_self-portrait-1901.jpg,1901,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest Hemingway. This painting was made in 1883. This painting was made in 18,1550
85,85,Impressionism/winston-churchill_view-of-jerusalem-1921.jpg,1921,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1872. This painting was made in 1872. This painting was made in 1872,1870
86,86,Impressionism/laszlo-mednyanszky_house-at-dusk-1910.jpg,1910,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest rosenthal. This painting was made in 1883. This painting was made in 18,1550
87,87,Impressionism/francisc-sirato_tatar-women-in-mangalia-1930.jpg,1930,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the 1920s. This painting was made in the 1920s. This painting was made in,1920
88,88,Impressionism/joaquin-sorolla_oxen-at-the-beach-1916.jpg,1916,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907.This painting was made in 1907.This painting was made in 1793.<|endofchunk|>,1900
89,89,Impressionism/max-slevogt_tiger-in-the-jungle-1917.jpg,1917,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in 1877. This painting was made in 1877,1870
90,90,Impressionism/valentin-serov_portrait-of-a-kasyanov-1907.jpg,1907,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1881. This painting was made in 	1907. This painting was made in ,1880
91,91,Impressionism/joaquin-sorolla_maria-dressed-as-a-valencian-peasant-girl-1906.jpg,1906,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1896. This painting was made in  1896. This painting was made in ,1890
92,92,Impressionism/santiago-rusinol_blue-courtyard-arenys-de-munt-1913.jpg,1913,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest brown. This painting was made in 1883. This painting was made in 1883.,1550
93,93,Impressionism/pierre-auguste-renoir_strawberries-1914.jpg,1914,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1885. This painting was made in 1883. This painting was made in 1883.,1880
94,94,Impressionism/joaquin-sorolla_net-menders-in-valencia-1909.jpg,1909,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
95,95,Impressionism/claude-monet_the-japanese-bridge-3-1924.jpg,1924,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1875. This painting was made in rome in 1875. This painting was made,1870
96,96,Impressionism/franz-marc_small-horse-study-1905.jpg,1905,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in 1877. This painting was made in 1877,1870
97,97,Impressionism/francisc-sirato_still-life-with-vases-and-roses-1920.jpg,1920,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1928. This painting was made in  1928. This painting was made in ,1920
98,98,Impressionism/pierre-auguste-renoir_nude-on-the-grass-1915.jpg,1915,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1877. This painting was made in rome in 1877. This painting was made,1870
99,99,Impressionism/ivan-grohar_jesensko-sonce-1908.jpg,1908,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1896. This painting was made in  1896. This painting was made in ,1890
100,100,Impressionism/lucia-demetriade-balacescu_la-gare-de-berk-plage-1933.jpg,1933,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1928. This painting was made in 	1928. This painting was made in ,1920
101,101,Impressionism/konstantin-korovin_woman-portrait-1922.jpg,1922,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
102,102,Impressionism/robert-julian-onderdonk_road-to-the-hills-1918.jpg,1918,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in 	1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
103,103,Impressionism/john-singer-sargent_the-artist-sketching-1922.jpg,1922,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907. This painting was made in 1907. This painting was made in 1907.<|endofchunk|>,1900
104,104,Impressionism/gregoire-boonzaier_landscape-with-grey-clouds-1935.jpg,1935,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ireland in the early 20th century. This painting was made in the early 20th century.,1900
105,105,Impressionism/camille-pissarro_the-pont-du-carrousel-afternoon-1903.jpg,1903,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1875. This painting was made in rome in 1875. This painting was made,1870
106,106,Impressionism/asgrimur-jonsson_from-borgarfj-r-ur-eir-ksj-kull-glacier-west-iceland-1947.jpg,1947,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the early 20th century. This painting was made in the early 20th century.<|endofchunk|>,1900
107,107,Impressionism/camille-pissarro_the-pont-neuf-afternoon-1901.jpg,1901,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1875. This painting was made in 1875. This painting was made in 1875,1870
108,108,Impressionism/john-singer-sargent_gondoliers-s-siesta-1905.jpg,1905,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1875. This painting was made in 1875. This painting was made in 1875,1870
109,109,Impressionism/pierre-auguste-renoir_two-bathers-in-a-landscape-1919.jpg,1919,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in ernest Monet in 1875. This painting was made in 1875. This painting was made,1870
110,110,Impressionism/joaquin-sorolla_rocks-and-white-boat-javea-1905.jpg,1905,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in 1872. This painting was made in rome in 1872. This painting was made,1870
111,111,Impressionism/claude-monet_water-lilies-and-weeping-willow-branches-1919.jpg,1919,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in  1907.This painting was made in 1907.This painting was made in 1793.<|endofchunk|>,1900
112,112,Impressionism/gregoire-boonzaier_huis-met-veranda-ou-kaapstad-1967.jpg,1967,<image>This painting was made in 1907.<|endofchunk|><image>This painting was made in 1793.<|endofchunk|><image>This painting was made in rome in the 1930s. This painting was made in the 1930s. This painting was made in,1930
