,Unnamed: 0,images,gt,preds,predicted_class
19,19,Outliers_images/Pollock_yellow-islands_1952.jpg,1952,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1951.",1950
20,20,Outliers_images/Kline_meryon_1961.jpg,1960,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1951.",1950
21,21,Outliers_images/Motherwell_elegy-to-the-spanish-republic-no-110_1971.jpg,1961,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1957.",1960
22,22,Outliers_images/Krasner_Gothic_landscape_1961.jpg,1961,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1951.",1950
23,23,Outliers_images/Stella_Marrakech_1964.jpg,1964,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1961.",1960
24,24,Outliers_images/Rothko_No7_1963.jpg,1963,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1951.",1950
25,25,Outliers_images/Noland_east-west_1963.jpg,1963,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1966.",1960
26,26,Outliers_images/Malevich_black_square_1915.jpg,1915,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1958.",1960
27,27,Outliers_images/Baer_stations_1967.jpg,1967,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 2013.",2010
28,28,Outliers_images/Hiroshige_the-plum-garden_1857.jpg,1857,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
29,29,Outliers_images/Sharaku_the-actor-Otani_1794.jpg,1794,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
30,30,Outliers_images/Utamaro_The-courtesan-Takao_1793.jpg,1793,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
31,31,Outliers_images/Hokusai_red-fuji_1831.jpg,1831,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
32,32,Outliers_images/Duchamp_fountain_1917.jpg,1917,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1917.",1920
33,33,Outliers_images/Johns_Flag_1955.jpg,1955,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1976.",1980
34,34,Influential_artworks/Early_Renaissance/FilippoLippi_MadonnaandChild_1455.jpg,1455,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
35,35,Influential_artworks/Early_Renaissance/Masaccio_Tributemoney_1427.jpg,1427,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 15th century.",1400
36,36,Influential_artworks/Early_Renaissance/Masaccio_holytrinity_1427.jpg,1427,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 15th century.",1400
37,37,Influential_artworks/Early_Renaissance/FraAngelico_annunciation_1440.jpg,1440,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 15th century.",1400
38,38,Influential_artworks/Mannerism_Late_Renaissance/ElGreco_BurialOrgaz_1586.jpg,1586,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
39,39,Influential_artworks/Mannerism_Late_Renaissance/Parmigianino_Madonna_1534.jpg,1534,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
40,40,Influential_artworks/Mannerism_Late_Renaissance/Michelangelo_LastJudgment_1536.jpg,1536,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 15th century.",1400
41,41,Influential_artworks/Mannerism_Late_Renaissance/Bronzino_Allegory_1545.jpg,1545,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 15th century.",1400
42,42,Influential_artworks/Expressionism/Schiele_selfportrait_1912.jpg,1912,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
43,43,Influential_artworks/Expressionism/Marc_horses_1911.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the early 20th century.",1890
44,44,Influential_artworks/Expressionism/Munch_scream_1893.jpg,1893,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1886.",1880
45,45,Influential_artworks/Expressionism/Kandinsky_bluerider_1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
46,46,Influential_artworks/Expressionism/Kirchner_berlin_1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1920s.",1920
47,47,Influential_artworks/Art_nouveau/Khnopff_sphinx_1896.jpg,1896,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
48,48,Influential_artworks/Art_nouveau/Klimt_Kiss_1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
49,49,Influential_artworks/Art_nouveau/ToulouseLautrec_moulinrouge_1895.jpg,1895,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
50,50,Influential_artworks/Art_nouveau/Beardsley_peacock_1893.jpg,1893,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the early 20th century.",1890
51,51,Influential_artworks/Fauvism/Matisse_woman_1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
52,52,Influential_artworks/Fauvism/Derain_bridge_1906.jpg,1906,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1912.",1910
53,53,Influential_artworks/Northern_Renaissance/AlbrechtDurer_Rhinoceros_1515.jpg,1515,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1515.",1430
54,54,Influential_artworks/Northern_Renaissance/Bosch_Garden.jpg,1490,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 15th century.",1400
55,55,Influential_artworks/Northern_Renaissance/JanVanEyck_Arnolfini_1434.jpg,1434,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
56,56,Influential_artworks/Northern_Renaissance/Holbein_Ambassadors_1533.jpg,1533,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
57,57,Influential_artworks/Rococo/Tiepolo_Allegory_1752.jpg,1752,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
58,58,Influential_artworks/Rococo/Watteau_Embarkation_1717.jpg,1717,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 18th century.",1600
59,59,Influential_artworks/Rococo/Boucher_Odalisque_1745.jpg,1745,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 18th century.",1600
60,60,Influential_artworks/Rococo/Fragonard_swing_1766.jpg,1766,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 18th century.",1600
61,61,Influential_artworks/Ukiyo-e/Hokusai_wave_1830.jpg,1830,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
62,62,Influential_artworks/Pop_art/Paolozzi_richman_1947.jpg,1962,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1940s.",1940
63,63,Influential_artworks/Pop_art/Warhol_campbell_1962.jpg,1956,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1961.",1960
64,64,Influential_artworks/Pop_art/Hamilton_justwhat_1956.jpg,1964,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1920s.",1920
65,65,Influential_artworks/Pop_art/Lichtenstein_girl_1964.jpg,1947,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1950s.",1950
66,66,Influential_artworks/High_Renaissance/Michelangelo_sistine_1508.jpg,1508,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 15th century.",1400
67,67,Influential_artworks/High_Renaissance/LeonardoDaVinci_LastSupper_1495.jpg,1495,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
68,68,Influential_artworks/High_Renaissance/Giorgione_Tempest_1506.jpg,1506,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
69,69,Influential_artworks/High_Renaissance/LeonardoDaVinci_MonaLisa_1503.jpg,1503,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 15th century.",1400
70,70,Influential_artworks/High_Renaissance/Raphael_SchoolAthens_1509.jpg,1509,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
71,71,Influential_artworks/Minimalism/Hesse_untitled_1967.jpg,1967,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1950s.",1950
72,72,Influential_artworks/Minimalism/Ryman_bentline.jpg,1930,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1951.",1950
73,73,Influential_artworks/Minimalism/Kelly_horizontal_1951.jpg,1951,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1958.",1960
74,74,Influential_artworks/Minimalism/Smith_die_1962.jpg,1962,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 2013.",2010
75,75,Influential_artworks/Color_field_painting/Louis_alpha_1961.jpg,1961,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1958.",1960
76,76,Influential_artworks/Color_field_painting/Newman_vir_1950.jpg,1950,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1950s.",1950
77,77,Influential_artworks/Realism/Millet_gleaners_1857.jpg,1857,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
78,78,Influential_artworks/Realism/Manet_Olympia_1863.jpg,1863,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
79,79,Influential_artworks/Realism/Eakins_clinic_1875.jpg,1875,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
80,80,Influential_artworks/Realism/Courbet_stonebreakers_1849.jpg,1849,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
81,81,Influential_artworks/Romanticism/Gericault_Medusa_1818.jpg,1818,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 18th century.",1600
82,82,Influential_artworks/Romanticism/Turner_Slaveship_1840.jpg,1840,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
83,83,Influential_artworks/Romanticism/Delacroix_Liberty_1830.jpg,1830,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1830.",1830
84,84,Influential_artworks/Romanticism/Friedrich_Wanderer_1818.jpg,1818,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
85,85,Influential_artworks/Cubism/Braque_violincandlestick_1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1950s.",1950
86,86,Influential_artworks/Cubism/Braque_estaque_1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
87,87,Influential_artworks/Impressionism/Degas_Ballet_1874.jpg,1874,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
88,88,Influential_artworks/Impressionism/Monet_sunrise_1872.jpg,1872,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1886.",1880
89,89,Influential_artworks/Impressionism/Pissarro_boulevardwinter_1897.jpg,1897,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
90,90,Influential_artworks/Impressionism/Caillebotte_Paris_1877.jpg,1877,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
91,91,Influential_artworks/Impressionism/Renoir_Dancemoulin_1876.jpg,1876,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the late 1800s.",1890
92,92,Influential_artworks/Baroque/Rubens_ElevationCross_1610.jpg,1610,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
93,93,Influential_artworks/Baroque/Caravaggio_StMatthew_1599.jpg,1599,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 17th century.",1600
94,94,Influential_artworks/Baroque/Rembrandt_Nightwatch_1642.jpg,1642,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 17th century.",1600
95,95,Influential_artworks/Baroque/Gentileschi_Judith_1612.jpg,1612,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 16th century.",1500
96,96,Influential_artworks/Post_Impressionism/Seurat_Sunday_1884.jpg,1884,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1948.",1950
97,97,Influential_artworks/Post_Impressionism/Cezanne_mont_1902.jpg,1902,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
98,98,Influential_artworks/Post_Impressionism/vanGogh_Starrynight_1889.jpg,1889,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1986.",1990
99,99,Influential_artworks/Post_Impressionism/ToulouseLautrec_Clownesse_1895.jpg,1895,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
100,100,Influential_artworks/Post_Impressionism/Gauguin_Where_1897.jpg,1897,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1940s.",1940
101,101,Influential_artworks/Abstract_Expressionism/deKooning_woman_1952.jpg,1952,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1958.",1960
102,102,Influential_artworks/Naive_art_primitivism/Moses_turkey_1940.jpg,1940,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
103,103,Influential_artworks/Naive_art_primitivism/Pirosmani_gatekeeper_1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
104,104,Influential_artworks/Naive_art_primitivism/Rousseau_gypsy_1897.jpg,1897,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1980.",1980
105,105,Influential_artworks/Naive_art_primitivism/Rousseau_dream_1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
106,106,Influential_artworks/Naive_art_primitivism/Rousseau_repast_1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1912.",1910
107,107,Picasso_collection/Picasso_Bateleurs_1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
108,108,Picasso_collection/Picasso_vase_1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1985.",1980
109,109,Picasso_collection/Picasso_Woman_Raven_1904.jpg,1904,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
110,110,Picasso_collection/Picasso_Vie_1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
111,111,Picasso_collection/Picasso_Brooding_Woman_1904.jpg,1904,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
112,112,Picasso_collection/Picasso_avignon_1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1954.",1950
113,113,Picasso_collection/Picasso_maisonette_1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the early 20th century.",1890
114,114,Picasso_collection/Picasso_gueridon_1920.jpg,1920,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1957.",1960
115,115,Picasso_collection/Picasso_blanquita_1917.jpg,1917,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1920s.",1920
116,116,Picasso_collection/Picasso_armchair_1917.jpg,1917,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the early 20th century.",1890
117,117,Picasso_collection/Picasso_Man_hat_1912.jpg,1912,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1958.",1960
118,118,Picasso_collection/Picasso_verre_1914.jpg,1914,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1964.",1960
119,119,Picasso_collection/Picasso_Cheminee_1916.jpg,1916,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1957.",1960
120,120,Picasso_collection/Picasso_Harlequin_1915.jpg,1915,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1964.",1960
121,121,Picasso_collection/Picasso_Guitare_journal_1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1917.",1920
122,122,Picasso_collection/Picasso_Bathers_Forest_1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
123,123,Picasso_collection/Picasso_nature_morte_1909.jpg,1909,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the early 20th century.",1890
124,124,Picasso_collection/Picasso_Kahnweiler_1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1912.",1910
125,125,Picasso_collection/Picasso_grenade_1911.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the early 20th century.",1890
126,126,Picasso_collection/Picasso_Jolie_1912.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1950s.",1950
127,127,Picasso_collection/Picasso_Sculptor_and_Statue_1933.jpg,1933,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
128,128,Picasso_collection/Picasso_Bather_1928.jpg,1928,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1954.",1950
129,129,Picasso_collection/Picasso_Crucifixion_1930.jpg,1930,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1950s.",1950
130,130,Picasso_collection/Picasso_Corrida_1933.jpg,1933,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1985.",1980
131,131,Picasso_collection/Picasso_Baiser_1931.jpg,1931,"USER:  
When was this painting made?
ASSISTANT: The exact date of the painting is not provided, but it is described as a ""modern painting,"" which suggests that it was created within the last few decades. The artist's style and the subject matter could provide clues about the time period in which the painting was created.",1420
132,132,Picasso_collection/Picasso_Jeanne_1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1910.",1910
133,133,Picasso_collection/Picasso_Canals_1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
134,134,Picasso_collection/Picasso_Paralelo_1900.jpg,1900,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
135,135,Picasso_collection/Picasso_Homme_1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
136,136,Picasso_collection/Picasso_Woman_1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
137,137,Picasso_collection/Picasso_Portrait_Olga_1918.jpg,1918,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the early 20th century.",1890
138,138,Picasso_collection/Picasso_Women_Spring_1921.jpg,1921,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
139,139,Picasso_collection/Picasso_Nessus_Deianira_1920.jpg,1920,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
140,140,Picasso_collection/Picasso_Pan_Pipes_1923.jpg,1923,"USER:  
When was this painting made?
ASSISTANT: The exact date of the painting is not provided, but it is described as a ""modern painting."" This suggests that the painting was created during the modern art period, which spans from the early 20th century to the present day. Modern art encompasses various art movements and styles, such as abstract expressionism, pop art, and minimalism, among others. The painting's subject matter, which features two naked men, could also be considered as part of the modern art movement, as it challenges traditional artistic norms and explores new forms of expression.",1430
141,141,Picasso_collection/Picasso_Lovers_1923.jpg,1923,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
142,142,Picasso_collection/Picasso_Weeping_Woman_1937.jpg,1937,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1957.",1960
143,143,Picasso_collection/Picasso_Self_1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
144,144,Picasso_collection/Picasso_Jacqueline_1954.jpg,1954,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
145,145,Picasso_collection/Picasso_absinthe_1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
146,146,Picasso_collection/Picasso_untitled_1937.jpg,1937,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1980.",1980
