,Unnamed: 0,images,gt,preds,predicted_class
44,44,Impressionism/john-singer-sargent_the-brook-1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
45,45,Impressionism/henry-herbert-la-thangue_a-proven-al-stream-1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
46,46,Impressionism/william-james-glackens_treading-clams-wickford-1909.jpg,1909,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
47,47,Impressionism/lovis-corinth_portrait-of-charlotte-berend-in-white-dress-1902.jpg,1902,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1886.",1900
48,48,Impressionism/theodor-pallady_interior-din-atelierul-din-place-dauphine-1934.jpg,1934,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1915.",1900
49,49,Impressionism/ivan-grohar_vrbe-ob-potoku-1911.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
50,50,Impressionism/ivan-grohar_na-sedlu-1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the late 19th century.",1900
51,51,Impressionism/john-singer-sargent_arab-stable-1906.jpg,1906,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
52,52,Impressionism/nicolae-vermont_birch-wood-1902.jpg,1902,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
53,53,Impressionism/ipolit-strambu_vase-with-roses-and-chrysanthemums-1911.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
54,54,Impressionism/pyotr-konchalovsky_belkino-birch-1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
55,55,Impressionism/nicolae-vermont_spring-noon-1926.jpg,1926,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the late 19th century.",1900
56,56,Impressionism/amadeo-de-souza-cardoso_gypsies-1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
57,57,Impressionism/theo-van-rysselberghe_nude-1902.jpg,1902,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
58,58,Impressionism/joaquin-sorolla_after-the-bath-1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
59,59,Impressionism/john-singer-sargent_corfu-lights-and-shadows-1909.jpg,1909,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1982.",2000
60,60,Impressionism/joaquin-sorolla_self-portrait-1909.jpg,1909,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
61,61,Impressionism/emmanuel-zairis_girl-in-the-vegetable-garden-1920.jpg,1920,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
62,62,Impressionism/william-james-glackens_girl-roller-skating-washington-square-1914.jpg,1914,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 1920s.",1900
63,63,Impressionism/claude-monet_the-japanese-bridge-1924-2.jpg,1924,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
64,64,Impressionism/cornelis-vreedenburgh_winterfun-on-de-loswal-hattem-1914.jpg,1914,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
65,65,Impressionism/john-henry-twachtman_barnyard-1900.jpg,1900,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
66,66,Impressionism/camille-pissarro_the-louvre-and-the-seine-from-the-pont-neuf-1902.jpg,1902,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1874.",1900
67,67,Impressionism/john-singer-sargent_la-biancheria-1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1985.",2000
68,68,Impressionism/ipolit-strambu_peasant-woman-1909.jpg,1909,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
69,69,Impressionism/childe-hassam_the-snowy-winter-of-1918-new-york.jpg,1918,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
70,70,Impressionism/vasily-surikov_alupka-ai-petri-1915.jpg,1915,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
71,71,Impressionism/john-singer-sargent_the-fence-1914.jpg,1914,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1985.",2000
72,72,Impressionism/edmund-charles-tarbell_profile-1900.jpg,1900,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
73,73,Impressionism/theophrastos-triantafyllidis_bathers-on-the-boat-1930.jpg,1930,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
74,74,Impressionism/john-singer-sargent_rainy-day-on-the-deck-of-the-yacht-constellation-1924.jpg,1924,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
75,75,Impressionism/nicolae-darascu_still-life-with-lobsters-1925.jpg,1925,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1912.",1900
76,76,Impressionism/camille-pissarro_the-seine-at-paris-pont-royal-1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
77,77,Impressionism/samuel-mutzner_t-rg-n-grande-jatte-1922.jpg,1922,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1913.",1900
78,78,Impressionism/guy-rose_portrait-of-an-algerian-1900.jpg,1900,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
79,79,Impressionism/henry-herbert-la-thangue_packing-stocks-1920.jpg,1920,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
80,80,Impressionism/konstantin-korovin_donate-to-victims-of-war-dmitry-donskoy-1914.jpg,1914,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1911.",1900
81,81,Impressionism/robert-julian-onderdonk_a-winter-morning-on-the-guadalupe-river-1911.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
82,82,Impressionism/pierre-auguste-renoir_head-of-a-woman-1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
83,83,Impressionism/pierre-auguste-renoir_landscape-1919.jpg,1919,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
84,84,Impressionism/raoul-dufy_self-portrait-1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
85,85,Impressionism/winston-churchill_view-of-jerusalem-1921.jpg,1921,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1886.",1900
86,86,Impressionism/laszlo-mednyanszky_house-at-dusk-1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
87,87,Impressionism/francisc-sirato_tatar-women-in-mangalia-1930.jpg,1930,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
88,88,Impressionism/joaquin-sorolla_oxen-at-the-beach-1916.jpg,1916,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
89,89,Impressionism/max-slevogt_tiger-in-the-jungle-1917.jpg,1917,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
90,90,Impressionism/valentin-serov_portrait-of-a-kasyanov-1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1919.",1900
91,91,Impressionism/joaquin-sorolla_maria-dressed-as-a-valencian-peasant-girl-1906.jpg,1906,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
92,92,Impressionism/santiago-rusinol_blue-courtyard-arenys-de-munt-1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
93,93,Impressionism/pierre-auguste-renoir_strawberries-1914.jpg,1914,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1886.",1900
94,94,Impressionism/joaquin-sorolla_net-menders-in-valencia-1909.jpg,1909,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
95,95,Impressionism/claude-monet_the-japanese-bridge-3-1924.jpg,1924,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
96,96,Impressionism/franz-marc_small-horse-study-1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
97,97,Impressionism/francisc-sirato_still-life-with-vases-and-roses-1920.jpg,1920,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1985.",2000
98,98,Impressionism/pierre-auguste-renoir_nude-on-the-grass-1915.jpg,1915,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
99,99,Impressionism/ivan-grohar_jesensko-sonce-1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
100,100,Impressionism/lucia-demetriade-balacescu_la-gare-de-berk-plage-1933.jpg,1933,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1938.",1900
101,101,Impressionism/konstantin-korovin_woman-portrait-1922.jpg,1922,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
102,102,Impressionism/robert-julian-onderdonk_road-to-the-hills-1918.jpg,1918,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
103,103,Impressionism/john-singer-sargent_the-artist-sketching-1922.jpg,1922,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
104,104,Impressionism/gregoire-boonzaier_landscape-with-grey-clouds-1935.jpg,1935,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
105,105,Impressionism/camille-pissarro_the-pont-du-carrousel-afternoon-1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
106,106,Impressionism/asgrimur-jonsson_from-borgarfj-r-ur-eir-ksj-kull-glacier-west-iceland-1947.jpg,1947,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
107,107,Impressionism/camille-pissarro_the-pont-neuf-afternoon-1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
108,108,Impressionism/john-singer-sargent_gondoliers-s-siesta-1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
109,109,Impressionism/pierre-auguste-renoir_two-bathers-in-a-landscape-1919.jpg,1919,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
110,110,Impressionism/joaquin-sorolla_rocks-and-white-boat-javea-1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
111,111,Impressionism/claude-monet_water-lilies-and-weeping-willow-branches-1919.jpg,1919,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
112,112,Impressionism/gregoire-boonzaier_huis-met-veranda-ou-kaapstad-1967.jpg,1967,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
113,113,Impressionism/pierre-auguste-renoir_bust-of-a-young-woman-1904.jpg,1904,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
114,114,Impressionism/auguste-herbin_the-roofs-of-paris-in-the-snow-1902.jpg,1902,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
115,115,Impressionism/john-singer-sargent_portrait-of-ambrogio-raffele-1911.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1912.",1900
116,116,Impressionism/armand-guillaumin_moulins-en-hollandee-1904.jpg,1904,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
117,117,Impressionism/joaquin-sorolla_gray-day-on-valencia-beach-1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
118,118,Impressionism/eliseu-visconti_my-child-tobias-at-six-months-1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: This painting was made in 1878.",1900
119,119,Impressionism/camille-pissarro_after-the-rain-autumn-eragny-1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: This painting was made in 1999.",1700
120,120,Impressionism/mary-cassatt_sketch-of-antoinette-no-1-1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
121,121,Impressionism/piet-mondrian_lonely-tree-at-the-gein-1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
122,122,Impressionism/rudolf-schweitzer-cumpana_interior-r-nesc-1919.jpg,1919,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
123,123,Impressionism/konstantin-korovin_landscape-with-fence-1919.jpg,1919,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
124,124,Impressionism/andre-dunoyer-de-segonzac_still-life-with-a-cabbage-1920.jpg,1920,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
125,125,Impressionism/konstantin-korovin_portrait-of-z-pertseva-1921.jpg,1921,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
126,126,Impressionism/istvan-nagy_sz-kely-girl-1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
127,127,Impressionism/georgios-jakobides_boy-smoking-1900.jpg,1900,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
128,128,Impressionism/pierre-auguste-renoir_woman-combing-her-hair-1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
129,129,Impressionism/john-singer-sargent_santa-maria-della-salute-1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
130,130,Impressionism/asgrimur-jonsson_mt-esja-seen-from-the-building-vinaminni-1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
131,131,Impressionism/gregoire-boonzaier_a-street-scene-district-six-1991.jpg,1991,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
132,132,Impressionism/ilya-repin_follow-me-satan-temptation-of-jesus-christ-1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
133,133,Impressionism/valentin-serov_portrait-of-alexander-lensky-and-alexander-yuzhin-1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
134,134,Impressionism/giovanni-boldini_reclining-nude-1930.jpg,1930,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
135,135,Impressionism/max-liebermann_self-portrait-with-brush-1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
136,136,Impressionism/joaquin-sorolla_roads-of-alijales-toledo-1906.jpg,1906,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
137,137,Impressionism/emile-claus_sunset-over-waterloo-bridge-1916.jpg,1916,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the late 19th century.",1900
138,138,Impressionism/pierre-auguste-renoir_gabrielle-in-a-red-blouse-1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
139,139,Impressionism/victor-borisov-musatov_portrait-of-nadezhda-staniukovich-1903.jpg,1903,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the early 20th century.",1900
140,140,Impressionism/giovanni-boldini_symphony-in-gray-1931.jpg,1931,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
141,141,Impressionism/john-singer-sargent_the-rialto-venice-1909.jpg,1909,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
142,142,Impressionism/jean-alexandru-steriadi_steriadi-ru-inat-1935.jpg,1935,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1933.",1900
143,143,Impressionism/william-merritt-chase_still-life-fish-1912.jpg,1912,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
144,144,Impressionism/gregoire-boonzaier_malay-quarter-cape-town-1934.jpg,1934,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1980.",2000
145,145,Impressionism/gregoire-boonzaier_malay-quarter-cape-town-1931.jpg,1931,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
146,146,Impressionism/joaquin-sorolla_clothilde-at-the-beach-1904.jpg,1904,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the late 19th century.",1900
147,147,Impressionism/helene-schjerfbeck_school-girl-in-black-1908.jpg,1908,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
148,148,Impressionism/augustus-john_welsh-landscape-1914.jpg,1914,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
149,149,Impressionism/rudolf-schweitzer-cumpana_vene-ia-santa-maria-della-salute-1931.jpg,1931,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1987.",2000
150,150,Impressionism/samuel-mutzner_intimitate-1925.jpg,1925,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
151,151,Impressionism/robert-julian-onderdonk_a-spring-morning-1913.jpg,1913,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
152,152,Impressionism/t.-c.-steele_along-the-creek-1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
153,153,Impressionism/nicolae-vermont_the-love-letter-1916.jpg,1916,"USER:  
When was this painting made?
ASSISTANT: This painting was made in 1916.",1900
154,154,Impressionism/joaquin-sorolla_maria-1900.jpg,1900,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
155,155,Impressionism/konstantin-korovin_evening-1917.jpg,1917,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
156,156,Impressionism/egon-schiele_trees-mirrored-in-a-pond-1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
157,157,Impressionism/john-singer-sargent_figure-and-pool-1917.jpg,1917,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1972.",1900
158,158,Impressionism/lucia-demetriade-balacescu_canceu-cu-lalele-i-m-rgele-albastre-1928.jpg,1928,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1928.",1900
159,159,Impressionism/pierre-auguste-renoir_landscape-1915.jpg,1915,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
160,160,Impressionism/lovis-corinth_the-walchensee-on-saint-john-s-eve-1920.jpg,1920,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1919.",1900
161,161,Impressionism/childe-hassam_snow-storm-fifth-avenue-1907.jpg,1907,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
162,162,Impressionism/lovis-corinth_the-walchensee-in-winter-1923.jpg,1923,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
163,163,Impressionism/robert-julian-onderdonk_hudson-river-view-1912.jpg,1912,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
164,164,Impressionism/gregoire-boonzaier_trees-in-a-landscape-1975.jpg,1975,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
165,165,Impressionism/valentin-serov_portrait-of-the-artist-isaac-levitan-1900.jpg,1900,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
166,166,Impressionism/nicolae-vermont_fisherman-village-in-brittany-1923.jpg,1923,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1913.",1900
167,167,Impressionism/konstantin-korovin_morning-1914.jpg,1914,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
168,168,Impressionism/lovis-corinth_nana-female-nude-1911.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
169,169,Impressionism/konstantin-korovin_paris-boulevard-1902.jpg,1902,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
170,170,Impressionism/philip-de-laszlo_queen-marie-of-romania-1936.jpg,1936,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
171,171,Impressionism/auguste-rodin_cupid-and-psyche-1905.jpg,1905,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
172,172,Impressionism/claude-monet_charing-cross-bridge-09-1901.jpg,1901,"USER:  
When was this painting made?
ASSISTANT: The painting was made in 1982.",2000
173,173,Impressionism/ion-theodorescu-sion_boats-1927.jpg,1927,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
174,174,Impressionism/robert-julian-onderdonk_old-live-oak-1910.jpg,1910,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
175,175,Impressionism/pierre-auguste-renoir_the-view-from-collettes-1911.jpg,1911,"USER:  
When was this painting made?
ASSISTANT: The painting was made in the 19th century.",1800
